,counterpress,location,match_id,out,pass_aerial_won,pass_angle,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outswinging,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,player,position,under_pressure,xA
148003,,"[102.1, 8.7]",3879867,,,1.2078706,Left Foot,,,,"[105.1, 16.6]",,Ground Pass,,8.450444,,,,,,,,,Faouzi Ghoulam,Left Back,,3.7005015e-05
148004,,"[104.9, 17.7]",3879867,,,2.156639,Right Foot,,,,"[97.8, 28.4]",,Ground Pass,,12.841339,,,,,,,,,Dries Mertens,Left Wing,,0.0014085365
148005,,"[97.8, 28.4]",3879867,,,-1.7100756,Right Foot,,,,"[96.3, 17.7]",,Ground Pass,,10.804628,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,1.3975787e-05
148006,,"[96.3, 17.7]",3879867,,,2.0187385,Right Foot,,,,"[85.2, 40.8]",,Ground Pass,,25.6285,,,,,,,,,Marek Hamšík,Left Center Midfield,,4.4341876e-05
148007,,"[82.8, 38.2]",3879867,,,1.5707964,Right Foot,,,,"[82.8, 65.4]",,Low Pass,,27.2,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,2.2484703e-05
148008,,"[84.7, 68.0]",3879867,,,-2.4227626,Right Foot,,,,"[78.3, 62.4]",,Ground Pass,,8.504117,,,,,,,,,Elseid Hysaj,Right Back,,2.4865317e-06
148009,,"[78.1, 63.9]",3879867,,,-0.7992862,Right Foot,,,,"[85.2, 56.6]",,Ground Pass,,10.18332,,,,,,,,,Lorenzo Insigne,Right Wing,,1.7856579e-05
148010,,"[85.4, 56.4]",3879867,,,2.3380146,Right Foot,,,,"[80.0, 62.0]",,Ground Pass,,7.77946,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,1.4116666e-05
148011,,"[84.1, 60.7]",3879867,,,-1.6732588,Right Foot,,,,"[79.0, 11.1]",,High Pass,,49.861507,,,,,True,,,,Lorenzo Insigne,Right Wing,,4.176471e-06
148012,,"[80.5, 11.3]",3879867,,,-0.060112674,Left Foot,,,,"[102.1, 10.0]",,Ground Pass,,21.639086,,,,,,,,,Faouzi Ghoulam,Left Back,,8.051744e-05
148013,,"[107.6, 17.5]",3879867,,,2.4099061,Left Foot,,,,"[97.8, 26.3]",,Ground Pass,,13.171181,,,,,,,,,Marek Hamšík,Left Center Midfield,,0.03049325
148014,,"[99.1, 23.9]",3879867,,,0.27246314,Left Foot,,,,"[105.9, 25.8]",,Ground Pass,,7.0604534,,,,,,,,,Faouzi Ghoulam,Left Back,,6.2632265e-05
148015,,"[107.4, 25.8]",3879867,,,2.3906636,Right Foot,,,,"[104.4, 28.6]",,Ground Pass,,4.103657,,,,,,,,,Marek Hamšík,Left Center Midfield,,0.00013126666
148016,,"[104.0, 28.0]",3879867,,,0.4201967,Left Foot,,,,"[108.7, 30.1]",,Ground Pass,,5.147815,,,,,,,,,Faouzi Ghoulam,Left Back,True,0.0009447721
148017,,"[110.0, 31.2]",3879867,,,2.9679215,Right Foot,,,,"[104.3, 32.2]",,Ground Pass,,5.7870545,,,,True,,,,,Dries Mertens,Left Wing,True,0.0003526774
148020,,"[42.0, 48.3]",3879867,,,-0.52918404,Right Foot,,,,"[64.4, 35.2]",,Ground Pass,,25.949373,,,,,,,,Free Kick,Vlad Iulian Chiricheș,Right Center Back,,1.8220306e-06
148021,,"[67.0, 36.5]",3879867,,,-0.08314123,Right Foot,,,,"[76.6, 35.7]",,Ground Pass,,9.633276,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,8.149821e-06
148022,,"[77.3, 35.2]",3879867,,,2.3057323,Left Foot,,,,"[72.6, 40.4]",,Ground Pass,,7.0092797,,,,,,,,,Dries Mertens,Left Wing,,1.7756593e-05
148023,,"[72.6, 45.7]",3879867,,,1.26095,Right Foot,,,,"[80.7, 71.0]",,Ground Pass,,26.565014,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,2.4565607e-05
148024,,"[81.1, 73.1]",3879867,,,-1.8838891,Right Foot,,,,"[76.6, 59.2]",,Ground Pass,,14.6102705,,,,,,,,,Elseid Hysaj,Right Back,,5.6000276e-06
148025,,"[76.6, 59.6]",3879867,,,-1.6092389,Right Foot,,,,"[76.2, 49.2]",,Ground Pass,,10.407689,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,3.988761e-06
148026,,"[76.2, 48.1]",3879867,,,-1.0789871,Right Foot,,,,"[80.7, 39.7]",,Ground Pass,,9.5294285,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.0672157e-06
148027,,"[80.5, 40.0]",3879867,,,-0.120222785,Right Foot,,,,"[95.4, 38.2]",,Ground Pass,,15.008331,,,,,,,,,Dries Mertens,Left Wing,,0.00040333235
148031,,"[52.2, 43.2]",3879867,,,1.124846,Right Foot,,,,"[63.1, 66.0]",,Ground Pass,,25.271526,,,,,,,,,Kalidou Koulibaly,Left Center Back,,9.168947e-06
148032,,"[71.0, 67.9]",3879867,,,-2.8422265,Right Foot,,,,"[62.9, 65.4]",,Ground Pass,,8.477028,,,,,,,,,Elseid Hysaj,Right Back,,2.4865317e-06
148033,,"[69.7, 62.5]",3879867,,,-0.36895955,Right Foot,,,,"[84.7, 56.7]",,Ground Pass,,16.082289,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.82375e-06
148034,,"[93.5, 43.3]",3879867,,,-1.0453383,Right Foot,,,,"[100.4, 31.4]",,Ground Pass,,13.755726,,,,True,,,,,Dries Mertens,Left Wing,True,0.0072969142
148036,,"[49.8, 62.9]",3879867,,,0.658806,Head,,,,"[62.2, 72.5]",,Low Pass,,15.681837,,,,,,,,Recovery,Elseid Hysaj,Right Back,,7.196741e-06
148037,,"[62.2, 72.5]",3879867,,,-1.4454072,Right Foot,,,,"[63.7, 60.6]",,Ground Pass,,11.994165,,,,,,,,,Lorenzo Insigne,Right Wing,,6.405181e-06
148038,,"[63.1, 52.3]",3879867,,,-1.3799652,Right Foot,,,,"[64.8, 43.5]",,Ground Pass,,8.962701,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.2475367e-06
148039,,"[78.1, 40.4]",3879867,,,-0.85072565,Right Foot,,,,"[88.1, 29.0]",,Ground Pass,,15.164433,,,,,,,,,Marek Hamšík,Left Center Midfield,,8.199513e-05
148040,,"[97.9, 30.0]",3879867,,,0.7978975,Right Foot,,,,"[105.8, 38.1]",True,High Pass,,11.314592,,,,,,,,,Dries Mertens,Left Wing,,0.0007032395
148048,,"[58.1, 27.9]",3879867,,,-2.0736396,Right Foot,,,,"[54.8, 21.9]",,Ground Pass,,6.847627,,,,,,,,Free Kick,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.1813135e-05
148049,,"[54.8, 21.9]",3879867,,,1.0191413,Right Foot,,,,"[57.2, 25.8]",,Ground Pass,,4.5793014,,,,,,,,,Kalidou Koulibaly,Left Center Back,,6.8253553e-07
148050,,"[57.2, 25.8]",3879867,,,-2.4149504,Right Foot,,,,"[51.8, 21.0]",,Ground Pass,,7.2249565,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.303349e-05
148051,,"[51.8, 21.0]",3879867,,,-0.4480239,Right Foot,,,,"[64.7, 14.8]",,Ground Pass,,14.312582,,,,,,,,,Kalidou Koulibaly,Left Center Back,,9.574329e-06
148052,,"[64.7, 14.8]",3879867,,,1.6064954,Right Foot,,,,"[64.3, 26.0]",,Ground Pass,,11.207141,,,,,,,,,Marek Hamšík,Left Center Midfield,,3.2039557e-06
148053,,"[64.3, 24.8]",3879867,,,-1.5707964,Left Foot,,,,"[64.3, 15.0]",,Low Pass,,9.8,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,True,2.9856442e-06
148054,,"[64.3, 15.0]",3879867,,,2.5146189,Right Foot,,,,"[54.5, 22.1]",,Ground Pass,,12.101653,,,,,,,,,Marek Hamšík,Left Center Midfield,,2.7439515e-05
148055,,"[53.3, 26.9]",3879867,,,1.066697,Right Foot,,,,"[75.2, 66.6]",,Low Pass,,45.33983,,,,,,,,,Kalidou Koulibaly,Left Center Back,,4.9533915e-06
148056,,"[77.0, 64.1]",3879867,,,-1.9051248,Right Foot,,,,"[73.7, 54.6]",,Ground Pass,,10.056838,,,,,,,,,Lorenzo Insigne,Right Wing,,4.8681864e-06
148057,,"[76.8, 54.1]",3879867,,,-0.5491529,Right Foot,,,,"[83.5, 50.0]",,Ground Pass,,7.8549347,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.1752282e-06
148058,,"[83.5, 50.0]",3879867,,,2.6160088,Right Foot,,,,"[78.5, 52.9]",,Ground Pass,,5.7801385,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,8.032796e-06
148059,,"[78.5, 46.9]",3879867,,,-1.9199373,Right Foot,,,,"[70.6, 25.2]",,Ground Pass,,23.093288,,,,,,,,,Lorenzo Insigne,Right Wing,True,5.2529404e-06
148060,,"[77.5, 23.1]",3879867,,,-0.665642,Left Foot,,,,"[91.0, 12.5]",,Ground Pass,,17.164207,,,,,,,,,Faouzi Ghoulam,Left Back,,4.183128e-06
148061,,"[91.0, 12.7]",3879867,,,-0.13287579,Right Foot,,,,"[111.2, 10.0]",,Ground Pass,,20.379646,,,,,,,,,Dries Mertens,Left Wing,,0.00021313614
148062,,"[108.7, 0.1]",3879867,,,2.5136113,,,,,"[101.4, 5.4]",,Low Pass,,9.021087,,,,,,,,Throw-in,Faouzi Ghoulam,Left Back,,9.444046e-05
148063,,"[102.2, 8.8]",3879867,,,2.853163,Right Foot,,,,"[93.1, 11.5]",,Ground Pass,,9.492102,,,,,,,,,Dries Mertens,Left Wing,,8.9938e-06
148064,,"[93.1, 11.5]",3879867,,,-0.5535335,Right Foot,,,,"[102.0, 6.0]",,Ground Pass,,10.462314,,,,,,,,,Marek Hamšík,Left Center Midfield,,1.8410294e-05
148065,,"[104.3, 11.2]",3879867,,,2.2233412,Left Foot,,,,"[94.9, 23.5]",,Ground Pass,,15.480633,,,,,,,,,Faouzi Ghoulam,Left Back,,0.00010852062
148066,,"[94.7, 21.5]",3879867,,,-1.5265774,Right Foot,,,,"[95.2, 10.2]",,Ground Pass,,11.311056,,,,,,,,,Lorenzo Insigne,Right Wing,True,4.8031357e-06
148067,,"[95.2, 10.2]",3879867,,,1.9377422,Left Foot,,,,"[83.9, 39.6]",,High Pass,,31.496826,,,,,,,,,Marek Hamšík,Left Center Midfield,,2.1993267e-06
148068,,"[85.8, 36.9]",3879867,,,-3.021484,Right Foot,,,,"[80.0, 36.2]",,Ground Pass,,5.8420887,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,True,8.225264e-06
148069,,"[80.0, 36.2]",3879867,,,-0.49248576,Right Foot,,,,"[84.1, 34.0]",,Ground Pass,,4.652956,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,3.1519826e-06
148075,,"[77.9, 54.2]",3879867,,,2.4534476,Right Foot,,,,"[68.9, 61.6]",,Ground Pass,,11.651609,,,,,,,,Recovery,Marek Hamšík,Left Center Midfield,,1.2688845e-05
148076,,"[90.6, 68.9]",3879867,,,0.5028432,Right Foot,,,,"[100.6, 74.4]",,Ground Pass,,11.412712,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,1.4677994e-05
148077,,"[100.6, 74.4]",3879867,,,-1.2697325,Right Foot,,,,"[107.4, 52.5]",,Low Pass,,22.93142,,,,,,,,,Elseid Hysaj,Right Back,,0.020534366
148085,,"[15.6, 13.7]",3879867,,,0.23501222,Right Foot,,,,"[29.8, 17.1]",,Ground Pass,,14.60137,,,,,,,,Free Kick,Vasco Regini,Left Center Back,,2.6352975e-06
148086,,"[56.4, 5.6]",3879867,,,0.52391934,Left Foot,,,,"[65.4, 10.8]",,Ground Pass,,10.394229,,,,,,,,,Faouzi Ghoulam,Left Back,,3.7233713e-06
148087,,"[65.4, 10.8]",3879867,,,-2.3918936,Right Foot,,,,"[62.5, 8.1]",,Ground Pass,,3.9623225,,,,,,,,,Dries Mertens,Left Wing,,2.4928117e-06
148088,,"[62.5, 9.6]",3879867,,,1.7218117,Left Foot,,,,"[61.8, 14.2]",,Ground Pass,,4.652956,,,,,,,,,Faouzi Ghoulam,Left Back,,1.7130392e-06
148089,,"[62.0, 13.8]",3879867,,,-0.009523521,Left Foot,,,,"[72.5, 13.7]",,Ground Pass,,10.500476,,,,,,,,,Marek Hamšík,Left Center Midfield,,1.2381057e-06
148090,,"[77.0, 13.1]",3879867,,,-0.47454637,Left Foot,,,,"[91.6, 5.6]",,Ground Pass,,16.413713,,,,,,,,,Faouzi Ghoulam,Left Back,,2.2743056e-06
148091,,"[120.0, 0.1]",3879867,,,1.6856729,Right Foot,,,,"[115.2, 41.7]",,High Pass,True,41.876007,,,,,True,Inswinging,,Corner,Jorge Luiz Frello Filho,Center Defensive Midfield,,0.03649366
148097,,"[19.6, 44.1]",3879867,,True,-2.894331,,,,,"[9.3, 41.5]",,Low Pass,,10.623088,,,,,,,,Recovery,Marek Hamšík,Left Center Midfield,True,7.2320495e-06
148098,,"[7.0, 36.1]",3879867,,,-0.32175055,Right Foot,,,,"[23.5, 30.6]",,Ground Pass,,17.392527,,,,,,,,Goal Kick,José Manuel Reina Páez,Goalkeeper,,3.7761417e-06
148099,,"[64.3, 42.5]",3879867,,,1.1071488,Right Foot,,,,"[71.4, 56.7]",,Ground Pass,,15.876082,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.4258525e-06
148100,,"[71.4, 56.7]",3879867,,,1.7070438,Right Foot,,,,"[69.7, 69.1]",,Ground Pass,,12.515989,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,5.5896166e-05
148101,,"[69.7, 69.1]",3879867,,,0.348771,Right Foot,,,,"[77.4, 71.9]",,Ground Pass,,8.19329,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,1.0117652e-06
148102,,"[77.4, 71.9]",3879867,,,-2.4301336,Right Foot,,,,"[68.7, 64.4]",,Ground Pass,,11.486514,,,,,,,,,Lorenzo Insigne,Right Wing,,2.127909e-06
148103,,"[67.0, 64.4]",3879867,,,-1.3811827,Right Foot,,,,"[70.8, 44.6]",,Ground Pass,,20.161348,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,5.0504086e-06
148104,,"[81.4, 46.7]",3879867,,,0.7853982,Left Foot,,,,"[114.7, 80.0]",,High Pass,,47.09331,,,,,,,,,Marek Hamšík,Left Center Midfield,,6.7606365e-05
148108,True,"[93.3, 72.7]",3879867,,,-2.3737366,Right Foot,,,,"[87.5, 67.1]",,Ground Pass,,8.062258,,,,,,,,Interception,Lorenzo Insigne,Right Wing,,2.7178644e-06
148109,,"[87.5, 67.1]",3879867,,,-1.2615229,Right Foot,,,,"[92.9, 50.2]",,Ground Pass,,17.741758,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,6.037064e-06
148110,,"[92.7, 50.2]",3879867,,,2.7468016,Right Foot,,,,"[84.3, 53.7]",,Ground Pass,,9.1,,,,,,,,,Dries Mertens,Left Wing,,8.378844e-05
148111,,"[84.3, 53.7]",3879867,,,1.1830262,Right Foot,,,,"[87.2, 60.8]",,Ground Pass,,7.66942,,,,,,,,,Marek Hamšík,Left Center Midfield,,2.2240677e-06
148112,,"[87.2, 60.8]",3879867,,,2.508844,Right Foot,,,,"[82.7, 64.1]",,Ground Pass,,5.5803227,,,,,,,,,Lorenzo Insigne,Right Wing,,1.2932988e-05
148113,,"[82.7, 64.1]",3879867,,,0.38970858,Right Foot,,,,"[105.1, 73.3]",,High Pass,,24.215698,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,5.296339e-05
148114,,"[111.4, 70.2]",3879867,,,-1.5707964,Right Foot,,,,"[111.4, 64.4]",,Low Pass,,5.8,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,2.3272103e-05
148116,,"[42.0, 23.5]",3879867,,,1.3979357,Left Foot,,,,"[43.1, 29.8]",,Ground Pass,,6.395311,,,,,,,,Recovery,Faouzi Ghoulam,Left Back,,1.998174e-06
148117,,"[43.1, 29.8]",3879867,,,-0.6803016,Right Foot,,,,"[56.2, 19.2]",,Ground Pass,,16.85141,,,,,,,,,Marek Hamšík,Left Center Midfield,,2.1083248e-05
148118,,"[55.4, 19.2]",3879867,,,-0.12741978,Left Foot,,,,"[83.5, 15.6]",,Ground Pass,,28.329666,,,,,,,,,Faouzi Ghoulam,Left Back,,3.2713133e-06
148119,,"[83.5, 15.6]",3879867,,,0.65457076,Right Foot,,,,"[109.3, 35.4]",,High Pass,,32.52199,,,,,,Through Ball,True,,Dries Mertens,Left Wing,,0.011130067
148121,,"[56.0, 77.9]",3879867,,,-2.2121606,Head,,,,"[50.4, 70.4]",,Low Pass,,9.360022,,,,,,,,Recovery,Elseid Hysaj,Right Back,,3.4124285e-05
148123,,"[69.7, 27.3]",3879867,,,-0.83868104,Right Foot,,,,"[83.9, 11.5]",,Ground Pass,,21.243351,,,,,,,,,Faouzi Ghoulam,Left Back,,1.6075985e-05
148124,,"[92.9, 22.9]",3879867,,,1.1952057,Right Foot,,,,"[102.6, 47.5]",,Low Pass,,26.443336,,,,,,,,,Dries Mertens,Left Wing,,0.000110999375
148135,,"[8.5, 61.7]",3879867,,,-1.9358343,Right Foot,,,,"[2.5, 46.0]",,Ground Pass,,16.807438,,,,,,,,,Elseid Hysaj,Right Back,True,3.224773e-06
148136,,"[7.1, 40.6]",3879867,,,-1.5098034,Right Foot,,,,"[7.9, 27.5]",,Ground Pass,,13.124405,,,,,,,,,José Manuel Reina Páez,Goalkeeper,True,2.1184342e-05
148137,,"[9.6, 22.9]",3879867,,,-0.7908329,Left Foot,,,,"[27.9, 4.4]",,Ground Pass,,26.021914,,,,,,,,,Vasco Regini,Left Center Back,,3.971782e-06
148138,,"[29.1, 3.8]",3879867,,,0.8086498,Left Foot,,,,"[35.4, 10.4]",,Ground Pass,,9.124144,,,,,,,,,Faouzi Ghoulam,Left Back,True,6.5376287e-07
148142,,"[34.1, 16.9]",3879867,,,1.7634971,Left Foot,,,,"[33.3, 21.0]",,Ground Pass,,4.1773195,,,,,,,,Recovery,Faouzi Ghoulam,Left Back,True,3.3279725e-06
148143,,"[33.3, 21.0]",3879867,,,2.7475996,Left Foot,,,,"[6.6, 32.1]",,Ground Pass,,28.915394,,,,,,,,,Vasco Regini,Left Center Back,,2.4029973e-06
148144,,"[14.6, 39.8]",3879867,,,-0.009090658,Right Foot,,,,"[36.6, 39.6]",,Ground Pass,,22.00091,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,7.3288143e-06
148145,,"[40.6, 39.8]",3879867,,,0.8151766,Right Foot,,,,"[52.0, 51.9]",,Ground Pass,,16.62438,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,9.899504e-06
148146,,"[51.0, 52.7]",3879867,,,-1.7788525,Right Foot,,,,"[49.1, 43.7]",,Ground Pass,,9.198369,,,,,,,,,Lorenzo Insigne,Right Wing,True,2.011861e-06
148147,,"[58.5, 41.2]",3879867,,,-1.8592259,Right Foot,,,,"[55.8, 32.1]",,Ground Pass,,9.492102,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,2.7145199e-05
148148,,"[55.8, 32.1]",3879867,,,-0.37221274,Right Foot,,,,"[70.4, 26.4]",,Ground Pass,,15.673225,,,,,,,,,Marek Hamšík,Left Center Midfield,,7.4730624e-06
148149,,"[70.8, 26.0]",3879867,,,-0.75824434,Right Foot,,,,"[91.6, 6.3]",,Ground Pass,,28.648386,,,,,,,,,Dries Mertens,Left Wing,,2.0602663e-05
148150,,"[92.4, 12.9]",3879867,,,1.7681919,Left Foot,,,,"[88.9, 30.4]",,Ground Pass,,17.84657,,,,,,,,,Faouzi Ghoulam,Left Back,,2.0340683e-06
148151,,"[90.4, 31.9]",3879867,,,2.0200565,Right Foot,,,,"[85.0, 43.1]",,Ground Pass,,12.433825,,,,,,,,,Lorenzo Insigne,Right Wing,,0.00045218307
148152,,"[85.0, 43.1]",3879867,,,-1.5774629,Right Foot,,,,"[84.9, 28.1]",,Ground Pass,,15.000334,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,2.1321048e-05
148153,,"[84.9, 28.1]",3879867,,,1.8712735,Right Foot,,,,"[82.7, 35.2]",,Ground Pass,,7.4330344,,,,,,,,,Marek Hamšík,Left Center Midfield,,4.95963e-05
148154,,"[82.7, 35.2]",3879867,,,-1.2924967,Right Foot,,,,"[84.9, 27.5]",,Ground Pass,,8.008121,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,4.7362796e-06
148155,,"[84.9, 27.5]",3879867,,,1.78294,Left Foot,,,,"[83.5, 34.0]",,Ground Pass,,6.6490602,,,,,,,,,Marek Hamšík,Left Center Midfield,,4.4711593e-05
148156,,"[83.5, 34.0]",3879867,,,-0.4886424,Right Foot,,,,"[91.4, 29.8]",,Ground Pass,,8.947066,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,9.668976e-06
148157,,"[91.8, 29.2]",3879867,,,2.3561945,Right Foot,,,,"[85.2, 35.8]",,Ground Pass,,9.33381,,,,,,,,,Dries Mertens,Left Wing,,9.1048205e-05
148158,,"[85.2, 35.8]",3879867,,,0.032246884,Right Foot,,,,"[91.4, 36.0]",,Ground Pass,,6.203225,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,6.7365168e-06
148159,,"[91.4, 36.0]",3879867,,,-2.9404044,Right Foot,,,,"[76.2, 32.9]",,Ground Pass,,15.5128975,,,,,,,,,Lorenzo Insigne,Right Wing,,2.3560257e-05
148160,,"[74.9, 31.9]",3879867,,,-0.8902751,Right Foot,,,,"[80.0, 25.6]",,Ground Pass,,8.105554,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,9.744197e-06
148161,,"[80.0, 25.6]",3879867,,,2.0061495,Left Foot,,,,"[76.0, 34.2]",,Ground Pass,,9.484725,,,,,,,,,Marek Hamšík,Left Center Midfield,,5.45259e-06
148162,,"[76.0, 34.2]",3879867,,,0.59959626,Right Foot,,,,"[91.8, 45.0]",,Ground Pass,,19.138443,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.0319351e-06
148163,,"[91.8, 45.4]",3879867,,,-3.0045264,Right Foot,,,,"[86.0, 44.6]",,Ground Pass,,5.8549123,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,True,4.059573e-06
148164,,"[83.7, 44.8]",3879867,,,-2.3561945,Left Foot,,,,"[79.5, 40.6]",,Ground Pass,,5.939697,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,1.0801169e-05
148165,,"[81.4, 43.5]",3879867,,,-0.41529822,Right Foot,,,,"[106.8, 32.3]",,High Pass,,27.759684,,,,True,,Through Ball,True,,Lorenzo Insigne,Right Wing,,0.00047408318
148167,,"[63.7, 58.3]",3879867,,,1.1038485,Head,,,,"[69.8, 70.4]",,High Pass,,13.550646,,,,,,,,Recovery,Allan Marques Loureiro,Right Center Midfield,,0.00014225053
148168,,"[69.1, 72.9]",3879867,,,-2.3561945,Right Foot,,,,"[63.7, 67.5]",,Ground Pass,,7.636753,,,,,,,,,Lorenzo Insigne,Right Wing,True,1.849169e-06
148169,,"[70.8, 74.1]",3879867,,,-1.551191,Right Foot,,,,"[71.0, 63.9]",,Ground Pass,,10.201961,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,True,1.1827163e-06
148170,,"[71.0, 63.9]",3879867,,,-0.07982998,Right Foot,,,,"[78.5, 63.3]",,Ground Pass,,7.5239615,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.4716992e-06
148171,,"[78.5, 63.3]",3879867,,,-2.7023304,Left Foot,,,,"[70.2, 59.4]",,Ground Pass,,9.170606,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,4.284901e-06
148172,,"[70.2, 59.4]",3879867,,,-1.4580687,Right Foot,,,,"[72.0, 43.5]",,Ground Pass,,16.001562,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,4.02062e-06
148173,,"[72.0, 43.5]",3879867,,,1.8105395,Left Foot,,,,"[69.8, 52.5]",,Ground Pass,,9.264988,,,,,,,,,David López Silva,Left Center Midfield,,8.3310326e-05
148174,,"[69.8, 52.5]",3879867,,,-1.366963,Right Foot,,,,"[73.5, 34.6]",,Ground Pass,,18.278402,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.0164343e-06
148175,,"[76.0, 33.9]",3879867,,,1.4755795,Left Foot,,,,"[77.7, 51.7]",,Ground Pass,,17.880995,,,,,,,,,David López Silva,Left Center Midfield,,0.000113560614
148176,,"[83.1, 58.5]",3879867,,,0.6974643,Right Foot,,,,"[104.7, 76.6]",,Ground Pass,,28.181023,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.8036253e-05
148177,,"[104.7, 76.6]",3879867,,,-2.2735803,Right Foot,,,,"[97.5, 68.1]",,Ground Pass,,11.139569,,,,,,,,,Elseid Hysaj,Right Back,,0.0001465823
148181,,"[54.5, 74.6]",3879867,,,-0.21866895,Right Foot,,,,"[77.9, 69.4]",,Ground Pass,,23.970816,,,,,,,,,Elseid Hysaj,Right Back,,4.0764803e-06
148182,,"[77.9, 69.4]",3879867,,,-2.6251097,Right Foot,,,,"[69.8, 64.8]",,Ground Pass,,9.315042,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,2.127909e-06
148183,,"[69.8, 64.6]",3879867,,,0.20902294,Right Foot,,,,"[76.4, 66.0]",,Ground Pass,,6.746851,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,9.030215e-07
148184,,"[76.4, 66.0]",3879867,,,-2.5213432,Right Foot,,,,"[75.0, 65.0]",,Ground Pass,,1.7204651,,,,,,,,,Lorenzo Insigne,Right Wing,,2.4222393e-06
148185,,"[75.0, 65.0]",3879867,,,-1.3084658,Right Foot,,,,"[77.9, 54.2]",,Ground Pass,,11.182576,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,3.207649e-06
148186,,"[77.9, 54.2]",3879867,,,-0.7454195,Right Foot,,,,"[83.1, 49.4]",,Ground Pass,,7.0767226,,,,,,,,,David López Silva,Left Center Midfield,,3.3656029e-06
148187,,"[85.6, 55.8]",3879867,,,1.0990188,Left Foot,,,,"[90.6, 65.6]",,Ground Pass,,11.001818,,,,True,,,,,Dries Mertens,Left Wing,,1.2647203e-05
148188,,"[120.0, 80.0]",3879867,,,-1.8895884,Right Foot,,,,"[106.6, 39.4]",,High Pass,,42.75418,,,True,,True,Outswinging,,Corner,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.2606546e-05
148196,,"[14.1, 43.1]",3879867,,,-1.1286765,Right Foot,,,,"[22.1, 26.2]",,Ground Pass,,18.69786,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,3.6029455e-06
148197,,"[22.1, 26.2]",3879867,,,0.6073863,Left Foot,,,,"[36.2, 36.0]",,Ground Pass,,17.171196,,,,,,,,,Vasco Regini,Left Center Back,,1.0912614e-06
148198,,"[44.1, 36.0]",3879867,,,-0.5313904,Right Foot,,,,"[57.2, 28.3]",,Ground Pass,,15.195394,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.8056805e-06
148199,,"[57.2, 28.3]",3879867,,,2.6828954,Right Foot,,,,"[49.1, 32.3]",,Ground Pass,,9.033825,,,,,,,,,David López Silva,Left Center Midfield,,0.000108853616
