,home_wins,away_wins,home_losses,away_losses,home_draws,away_draws,total_wins,total_losses,total_draws,goals_made,goals_conceded,goal_difference,shots_made,shots_conceded,xG,xA,Assists
0,16,9,0,6,3,4,25,6,7,80,32,48,664,348,77.8253,45.095448,55.0
