,location,out,player,position,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_one_on_one,shot_open_goal,shot_outcome,shot_technique,shot_type,under_pressure,shot_saved_to_post,shot_saved_off_target,xG,match_id
102237,"[92.5, 18.8]",,Lorenzo Insigne,Left Wing,,Right Foot,True,"[120.0, 43.4, 0.2]",,,,Goal,Normal,Open Play,,,,0.9218593,3879756
102240,"[95.0, 54.3]",,Elseid Hysaj,Right Back,,Left Foot,,"[120.0, 35.2, 5.3]",,,,Off T,Normal,Open Play,,,,0.0025266309,3879756
102241,"[103.0, 55.2]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[104.3, 54.1]",,,,Blocked,Normal,Open Play,,,,0.0006233934,3879756
102242,"[99.2, 27.7]",,Dries Mertens,Right Wing,,Right Foot,,"[107.7, 31.4]",,,,Blocked,Normal,Free Kick,,,,0.001548012,3879756
102243,"[108.8, 47.3]",,Dries Mertens,Right Wing,,Right Foot,,"[120.0, 36.1, 0.5]",True,,,Post,Half Volley,Open Play,,,,0.0050550844,3879756
102244,"[109.5, 36.3]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Left Foot,,"[120.0, 35.6, 0.7]",True,,,Off T,Volley,Open Play,,,,0.00525095,3879756
102245,"[106.6, 55.1]",,Dries Mertens,Right Midfield,,Right Foot,,"[108.2, 53.5]",,,,Blocked,Normal,Open Play,,,,0.001506115,3879756
102247,"[106.4, 32.3]",,Lorenzo Insigne,Left Midfield,,Right Foot,,"[120.0, 49.7, 5.0]",True,,,Off T,Half Volley,Open Play,,,,0.0034254864,3879756
102250,"[111.6, 46.6]",,Omar El Kaddouri,Left Midfield,,Right Foot,,"[117.2, 43.3, 1.6]",True,,,Saved,Half Volley,Open Play,,,,0.0042775464,3879756
102251,"[102.1, 32.0]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Right Foot,,"[118.2, 37.7, 0.2]",,,,Saved,Normal,Open Play,,,,0.0014598228,3879756
106630,"[93.8, 49.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 39.6, 0.5]",True,,,Goal,Normal,Open Play,,,,0.9647302,3879765
106635,"[108.8, 44.4]",,Marek Hamšík,Left Center Midfield,True,Head,,"[116.7, 42.1, 1.8]",,True,,Saved,Normal,Open Play,True,,,0.003474395,3879765
106639,"[106.3, 49.0]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[114.5, 43.4, 0.6]",,True,,Saved,Normal,Open Play,True,,,0.0013738517,3879765
106640,"[108.1, 40.1]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[112.4, 39.2, 1.3]",True,,,Saved,Normal,Open Play,,,,0.0064093424,3879765
106642,"[95.6, 26.0]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[106.1, 32.8]",,,,Blocked,Normal,Open Play,True,,,0.0015936808,3879765
106646,"[109.1, 27.4]",,Lorenzo Insigne,Left Wing,,Left Foot,,"[118.4, 35.1, 1.3]",,,,Saved,Normal,Open Play,True,,,0.0020485998,3879765
110721,"[110.2, 37.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 37.7, 0.1]",True,,,Goal,Normal,Open Play,,,,0.9890026,3879769
110722,"[94.4, 32.3]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[105.6, 34.4]",,,,Blocked,Normal,Free Kick,,,,0.0025580588,3879769
110723,"[95.0, 40.7]",,David López Silva,Right Center Midfield,,Right Foot,,"[120.0, 35.4, 0.8]",True,,,Off T,Normal,Open Play,,,,0.00434782,3879769
110724,"[105.8, 33.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 35.0, 1.3]",True,,,Off T,Normal,Open Play,,,,0.0052252393,3879769
110726,"[109.3, 49.3]",,José María Callejón Bueno,Right Wing,,Head,,"[117.9, 41.3, 0.9]",,,,Saved,Normal,Open Play,,,,0.0022797924,3879769
110727,"[115.2, 47.9]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[115.7, 47.2]",True,,,Blocked,Normal,Open Play,,,,0.002098233,3879769
110728,"[106.4, 40.5]",,José María Callejón Bueno,Right Wing,,Left Foot,,"[113.2, 41.0, 0.3]",True,,,Saved,Normal,Open Play,True,,,0.0012662708,3879769
110730,"[104.7, 47.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[115.7, 43.0, 0.4]",,,,Saved,Normal,Open Play,True,,,0.0046322653,3879769
110731,"[113.1, 50.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 45.8, 4.3]",True,,,Off T,Volley,Open Play,,,,0.002902316,3879769
110732,"[110.8, 40.3]",True,José María Callejón Bueno,Right Wing,True,Head,,"[119.4, 80.0]",,,,Wayward,Normal,Open Play,True,,,0.0019703712,3879769
110733,"[114.9, 43.3]",,Vlad Iulian Chiricheș,Right Center Back,,Head,,"[120.0, 38.4, 0.6]",,True,,Goal,Normal,Open Play,,,,0.98622,3879769
110734,"[105.2, 42.0]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 45.2, 3.3]",,,,Off T,Normal,Open Play,,,,0.0013605302,3879769
110735,"[100.5, 22.7]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[116.8, 40.3, 0.2]",,,,Saved,Normal,Open Play,,,,0.0015184575,3879769
110736,"[110.3, 44.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Head,,"[111.2, 42.7]",,,,Wayward,Normal,Open Play,,,,0.005717728,3879769
110737,"[85.5, 28.6]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[116.9, 40.4, 1.6]",,,,Saved,Normal,Open Play,,,,0.0014835134,3879769
110741,"[98.5, 28.6]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 41.2, 3.8]",,,,Off T,Normal,Open Play,,,,0.005152652,3879769
110743,"[99.5, 27.5]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[102.8, 29.2]",True,,,Blocked,Normal,Open Play,,,,0.0013215522,3879769
110744,"[108.2, 43.7]",,José María Callejón Bueno,Right Wing,True,Head,,"[117.7, 42.5, 2.1]",,True,,Saved,Normal,Open Play,True,,,0.002295935,3879769
110745,"[106.9, 53.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[116.8, 42.6, 2.0]",,,,Saved to Post,Normal,Open Play,,True,,0.0026635309,3879769
110746,"[106.3, 50.1]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[108.2, 49.2]",True,,,Blocked,Normal,Open Play,True,,,0.0007278915,3879769
110747,"[96.5, 21.1]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[120.0, 54.2, 0.0]",,,,Off T,Normal,Open Play,,,,0.0025246572,3879769
110748,"[113.5, 42.7]",,José María Callejón Bueno,Right Wing,,Left Foot,,"[120.0, 43.0, 0.2]",True,,,Goal,Normal,Open Play,,,,0.9877707,3879769
110750,"[104.1, 45.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 34.6, 0.2]",,,,Off T,Normal,Open Play,,,,0.0051012095,3879769
110751,"[97.9, 31.7]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[104.3, 34.8]",,,,Blocked,Normal,Open Play,True,,,0.0014870053,3879769
110752,"[108.9, 23.2]",,Dries Mertens,Left Wing,,Left Foot,,"[120.0, 54.0, 0.2]",,,,Off T,Normal,Open Play,,,,0.016900465,3879769
115099,"[93.6, 28.2]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 33.7, 0.2]",,,,Off T,Normal,Open Play,,,,0.0056250053,3879786
115100,"[116.4, 48.2]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[119.1, 44.4, 1.0]",,,,Saved,Normal,Open Play,,,,0.0019149912,3879786
115101,"[94.6, 29.2]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[101.2, 31.2]",True,,,Blocked,Normal,Open Play,,,,0.0012172126,3879786
115102,"[88.0, 57.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 54.3, 6.7]",,,,Off T,Normal,Open Play,,,,0.0013916297,3879786
115103,"[92.4, 31.3]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[101.7, 33.3]",,,,Blocked,Normal,Open Play,True,,,0.0015936808,3879786
115104,"[108.1, 40.1]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 43.0, 1.7]",,,,Goal,Normal,Penalty,,,,0.99379444,3879786
115107,"[114.2, 58.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[119.3, 44.7, 1.2]",,True,,Saved,Normal,Open Play,,,,0.0022351174,3879786
115108,"[108.0, 42.6]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[108.9, 42.2]",True,,,Blocked,Half Volley,Open Play,True,,,0.0067414255,3879786
115109,"[109.2, 41.0]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[114.2, 40.6, 1.4]",True,,,Saved,Volley,Open Play,,,,0.0029393337,3879786
115111,"[94.3, 36.2]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[96.6, 36.8]",,,,Blocked,Normal,Open Play,True,,,0.003318735,3879786
115112,"[103.4, 32.5]",,Lorenzo Insigne,Left Wing,,Left Foot,,"[120.0, 42.1, 4.5]",,,,Off T,Normal,Open Play,True,,,0.00468858,3879786
115113,"[90.4, 33.9]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[116.9, 36.9, 1.0]",,,,Saved,Normal,Open Play,True,,,0.0025819072,3879786
115114,"[98.0, 51.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[115.8, 42.0, 2.0]",True,,,Saved,Half Volley,Open Play,,,,0.0033943981,3879786
115117,"[112.5, 53.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 39.9, 4.4]",,True,,Off T,Lob,Open Play,,,,0.0080396,3879786
115118,"[112.3, 29.1]",,Dries Mertens,Left Wing,,Right Foot,,"[118.3, 35.4, 1.3]",True,,,Saved,Volley,Open Play,True,,,0.0030212265,3879786
115119,"[87.9, 23.0]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[89.9, 23.9]",,,,Blocked,Normal,Open Play,,,,0.0013198635,3879786
115120,"[93.7, 49.2]",,Lorenzo Insigne,Right Wing,,Right Foot,,"[120.0, 41.2, 6.8]",,,,Off T,Normal,Open Play,True,,,0.003811216,3879786
115121,"[94.0, 45.2]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 51.0, 6.6]",,,,Off T,Normal,Open Play,,,,0.0008722848,3879786
119450,"[106.6, 50.6]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[120.0, 45.3, 6.0]",True,,,Off T,Volley,Open Play,,,,0.0007743864,3879796
119451,"[97.2, 46.5]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[118.3, 43.4, 0.7]",True,,,Saved,Normal,Open Play,True,,,0.0016582231,3879796
119452,"[114.8, 44.5]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 46.6, 4.8]",True,,,Off T,Volley,Open Play,,,,0.0035160729,3879796
119454,"[92.6, 31.3]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[102.8, 35.6]",True,,,Blocked,Volley,Open Play,True,,,0.0012868893,3879796
119455,"[107.2, 42.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Head,,"[118.5, 38.1, 1.0]",,,,Saved,Normal,Open Play,,,,0.0026523646,3879796
119456,"[104.8, 55.2]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[119.0, 43.7, 0.2]",,,,Saved,Normal,Open Play,,,,0.0013320555,3879796
119458,"[99.5, 52.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[103.1, 49.9]",,,,Blocked,Half Volley,Open Play,,,,0.0012673506,3879796
119461,"[101.7, 28.2]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[102.6, 28.9]",,,,Blocked,Normal,Open Play,,,,0.0012135353,3879796
119462,"[114.0, 50.5]",,Marek Hamšík,Left Center Midfield,,Head,,"[118.0, 41.7, 1.4]",,True,,Saved,Normal,Open Play,,,,0.0034129603,3879796
119463,"[111.9, 37.6]",,Lorenzo Insigne,Left Wing,,Head,,"[118.4, 39.0, 1.1]",,,,Saved,Diving Header,Open Play,,,,0.0031491586,3879796
119464,"[84.8, 39.3]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[120.0, 29.7, 6.0]",True,,,Off T,Half Volley,Open Play,,,,0.0017073316,3879796
119465,"[110.5, 47.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 37.7, 0.8]",,True,,Goal,Half Volley,Open Play,,,,0.98867023,3879796
119466,"[110.7, 42.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 34.9, 0.8]",True,,,Off T,Normal,Open Play,,,,0.0077195275,3879796
119467,"[93.1, 46.3]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[115.6, 40.7, 0.2]",,,,Saved,Normal,Open Play,True,,,0.002651552,3879796
119468,"[95.3, 26.2]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 34.9, 0.2]",,,,Off T,Normal,Open Play,,,,0.0056250053,3879796
119469,"[90.8, 26.3]",,Dries Mertens,Right Wing,,Right Foot,,"[120.0, 46.2, 0.8]",,,,Off T,Normal,Open Play,,,,0.0027321384,3879796
119472,"[114.5, 44.6]",,Gonzalo Gerardo Higuaín,Center Forward,,Head,,"[115.6, 44.0]",,,,Blocked,Normal,Open Play,,,,0.0023775718,3879796
119473,"[105.2, 35.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[107.5, 36.7]",True,,,Blocked,Half Volley,Open Play,,,,0.0022078382,3879796
119474,"[104.6, 32.4]",,Dries Mertens,Right Wing,,Right Foot,,"[105.7, 33.2]",,,,Blocked,Normal,Open Play,,,,0.00095083733,3879796
119476,"[103.3, 29.5]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 42.9, 1.4]",,,,Goal,Normal,Open Play,,,,0.97319704,3879796
119479,"[110.7, 45.2]",,Manolo Gabbiadini,Left Wing,,Left Foot,,"[117.9, 41.8, 2.1]",True,,,Saved,Volley,Open Play,,,,0.0023738525,3879796
119480,"[103.3, 47.2]",,Allan Marques Loureiro,Right Center Midfield,,Left Foot,,"[117.8, 41.4, 2.3]",,,,Saved,Normal,Open Play,True,,,0.0010938258,3879796
119481,"[109.0, 36.5]",,Omar El Kaddouri,Center Forward,,Right Foot,,"[120.0, 43.3, 0.2]",True,,,Goal,Normal,Open Play,,,,0.9896791,3879796
122539,"[91.5, 41.2]",,Faouzi Ghoulam,Left Back,,Right Foot,,"[120.0, 43.8, 5.1]",True,,,Off T,Normal,Open Play,,,,0.0011716484,3879803
122540,"[110.3, 55.4]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[113.0, 42.3]",,,,Wayward,Half Volley,Open Play,True,,,0.0051276293,3879803
122541,"[100.1, 43.0]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 42.9, 1.9]",True,,,Goal,Half Volley,Open Play,True,,,0.9844571,3879803
122544,"[108.1, 37.2]",,Raúl Albiol i Tortajada,Right Center Back,True,Head,,"[120.0, 34.3, 1.5]",,,,Off T,Normal,Open Play,True,,,0.004860387,3879803
122545,"[106.8, 40.9]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[108.4, 40.7, 1.6]",True,,,Saved,Half Volley,Open Play,,,,0.0009328027,3879803
122548,"[97.7, 36.5]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 46.1, 5.8]",,,,Off T,Normal,Open Play,,,,0.0017095795,3879803
122549,"[113.6, 25.6]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 34.8, 1.1]",,,,Off T,Half Volley,Open Play,,,,0.007841875,3879803
122553,"[90.3, 51.7]",,Lorenzo Insigne,Right Wing,,Right Foot,,"[120.0, 46.1, 6.3]",,,,Off T,Normal,Open Play,,,,0.0007292722,3879803
122554,"[106.8, 57.6]",,Lorenzo Insigne,Right Wing,,Right Foot,,"[120.0, 34.5, 0.2]",True,,,Off T,Normal,Open Play,,,,0.0028677613,3879803
122556,"[109.8, 36.3]",,Omar El Kaddouri,Right Wing,,Head,,"[118.7, 38.9, 2.2]",,True,,Saved,Normal,Open Play,,,,0.0020824594,3879803
122557,"[92.0, 49.8]",,Dries Mertens,Left Wing,,Right Foot,,"[93.1, 49.4]",,,,Blocked,Normal,Open Play,True,,,0.00083011703,3879803
122558,"[112.6, 42.5]",,Marek Hamšík,Left Defensive Midfield,True,Head,,"[120.0, 45.9, 1.6]",,,,Off T,Normal,Open Play,True,,,0.010321131,3879803
122559,"[92.1, 28.8]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[96.3, 30.7]",,,,Blocked,Normal,Open Play,,,,0.0023020841,3879803
126715,"[108.7, 17.7]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 36.0, 1.7]",,,,Post,Normal,Free Kick,,,,0.0058596274,3879811
126716,"[96.2, 49.3]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[120.0, 31.7, 0.2]",True,,,Off T,Volley,Open Play,,,,0.0042818524,3879811
126717,"[112.9, 31.4]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 36.0, 0.6]",,,,Post,Half Volley,Open Play,,,,0.0077709854,3879811
126718,"[107.7, 26.6]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[108.3, 27.3]",,,,Blocked,Normal,Open Play,True,,,0.001942303,3879811
126719,"[98.9, 35.0]",,José María Callejón Bueno,Right Wing,,Left Foot,,"[110.0, 36.8]",True,,,Blocked,Normal,Open Play,,,,0.0019560969,3879811
126720,"[107.7, 28.5]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[114.7, 35.8, 0.2]",,,,Saved,Normal,Open Play,,,,0.0020422263,3879811
126721,"[100.1, 50.0]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[108.2, 38.2]",True,,,Wayward,Volley,Open Play,,,,0.0026379519,3879811
126724,"[115.0, 38.7]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[118.3, 38.3, 0.4]",True,,,Saved,Normal,Open Play,,,,0.005033369,3879811
126725,"[111.6, 49.9]",,David López Silva,Right Center Midfield,,Right Foot,,"[120.0, 34.1, 0.2]",,,,Off T,Half Volley,Open Play,True,,,0.00858985,3879811
126726,"[110.6, 50.4]",,José María Callejón Bueno,Right Wing,,Left Foot,,"[118.3, 41.1, 1.7]",True,,,Saved,Volley,Open Play,,,,0.0018825255,3879811
126727,"[108.2, 37.9]",,Manolo Gabbiadini,Center Forward,True,Head,,"[120.0, 38.9, 0.9]",,,,Goal,Normal,Open Play,True,,,0.9849118,3879811
126728,"[91.8, 50.2]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 35.5, 3.6]",,,,Off T,Normal,Open Play,,,,0.002919165,3879811
126729,"[99.7, 28.3]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[101.6, 29.7]",,,,Blocked,Normal,Open Play,,,,0.0022483936,3879811
126730,"[108.0, 40.0]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 36.3, 0.6]",,,,Goal,Normal,Penalty,,,,0.96572703,3879811
126731,"[96.4, 56.1]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[105.5, 50.5]",,,,Blocked,Normal,Free Kick,,,,0.0010116136,3879811
126732,"[91.3, 43.0]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[102.7, 42.9]",,,,Blocked,Normal,Free Kick,,,,0.0029125148,3879811
126736,"[112.4, 42.0]",,José María Callejón Bueno,Center Forward,,Right Foot,,"[120.0, 40.2, 1.0]",True,,,Goal,Normal,Open Play,True,,,0.98211104,3879811
126738,"[103.8, 31.7]",,José María Callejón Bueno,Center Forward,,Right Foot,,"[120.0, 32.6, 0.8]",True,,,Off T,Half Volley,Open Play,,,,0.0030086453,3879811
126739,"[103.0, 21.6]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[107.5, 27.3]",,,,Blocked,Normal,Open Play,,,,0.0011575144,3879811
130593,"[89.5, 36.2]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[117.3, 39.3, 1.1]",,,,Saved,Normal,Open Play,,,,0.0017745188,3879817
130594,"[86.8, 41.8]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 29.6, 0.3]",,,,Off T,Normal,Open Play,True,,,0.006712934,3879817
130595,"[87.4, 41.2]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[117.3, 40.3, 2.0]",,,,Saved,Normal,Open Play,,,,0.002168668,3879817
130596,"[93.8, 29.6]",,Ivan Strinić,Left Back,,Left Foot,,"[100.6, 31.6]",True,,,Blocked,Half Volley,Open Play,,,,0.0012172126,3879817
130597,"[90.8, 42.8]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[100.0, 41.7]",,,,Blocked,Normal,Free Kick,,,,0.0041731643,3879817
130604,"[109.5, 55.2]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[120.0, 33.0, 1.0]",True,,,Off T,Volley,Open Play,,,,0.004427285,3879817
130607,"[103.2, 27.0]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 34.8, 3.5]",True,,,Off T,Normal,Open Play,,,,0.0010276928,3879817
130609,"[89.9, 44.6]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 37.8, 6.5]",,,,Off T,Normal,Open Play,,,,0.005744421,3879817
130611,"[95.7, 25.4]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[120.0, 33.2, 3.6]",,,,Off T,Normal,Open Play,,,,0.0018532606,3879817
130612,"[106.4, 50.1]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[107.2, 49.9]",,,,Blocked,Half Volley,Open Play,True,,,0.0007893088,3879817
134719,"[98.5, 31.4]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[117.1, 41.7, 0.2]",,,,Saved,Normal,Open Play,,,,0.0024300735,3879827
134720,"[109.5, 31.1]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 43.3, 0.6]",True,,,Goal,Half Volley,Open Play,,,,0.9888437,3879827
134721,"[108.2, 25.9]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[116.2, 37.4, 0.2]",,,,Saved,Half Volley,Open Play,True,,,0.004843235,3879827
134722,"[107.8, 34.6]",,Raúl Albiol i Tortajada,Right Center Back,True,Head,,"[118.5, 39.2, 2.4]",,,,Saved,Normal,Open Play,True,,,0.0012810364,3879827
134723,"[113.3, 42.5]",,Manolo Gabbiadini,Center Forward,,Head,,"[114.7, 42.4]",,,,Blocked,Normal,Open Play,,,,0.0061602304,3879827
134724,"[105.3, 36.0]",,Raúl Albiol i Tortajada,Right Center Back,,Right Foot,,"[120.0, 39.3, 4.9]",,,,Off T,Half Volley,Open Play,True,,,0.0029462257,3879827
134725,"[91.9, 33.6]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[115.6, 39.5, 0.2]",,,,Saved,Normal,Open Play,,,,0.0038894447,3879827
134726,"[113.9, 28.8]",,Dries Mertens,Left Wing,True,Head,,"[118.2, 36.7, 1.3]",,,,Saved,Normal,Open Play,True,,,0.0027225437,3879827
134729,"[92.7, 26.2]",,Dries Mertens,Left Wing,,Right Foot,,"[94.6, 27.0]",,,,Blocked,Normal,Open Play,,,,0.0021894742,3879827
134730,"[108.0, 40.0]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 36.7, 0.2]",,,,Goal,Normal,Penalty,,,,0.98169404,3879827
134731,"[103.3, 43.6]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 35.1, 3.9]",,,,Off T,Normal,Open Play,,,,0.0024368078,3879827
134732,"[98.5, 28.0]",,Dries Mertens,Left Wing,,Right Foot,,"[117.9, 39.0, 1.7]",,,,Saved,Normal,Open Play,,,,0.0025980005,3879827
134735,"[108.7, 26.8]",,Dries Mertens,Left Wing,,Left Foot,True,"[120.0, 37.8, 0.2]",,,,Goal,Normal,Open Play,,,,0.9854396,3879827
134736,"[106.9, 26.0]",,Dries Mertens,Left Wing,,Left Foot,,"[120.0, 35.6, 1.6]",,,,Off T,Normal,Open Play,,,,0.0030183427,3879827
134737,"[103.0, 40.0]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[118.8, 37.8, 1.2]",,,,Saved,Volley,Open Play,,,,0.002064564,3879827
134739,"[106.9, 51.0]",,Dries Mertens,Center Forward,,Right Foot,,"[120.0, 43.3, 0.8]",,True,,Goal,Normal,Open Play,,,,0.97783536,3879827
134740,"[95.3, 38.6]",,Jorge Luiz Frello Filho,Center Defensive Midfield,,Right Foot,,"[120.0, 53.2, 0.2]",True,,,Off T,Normal,Open Play,,,,0.0024933254,3879827
134741,"[96.9, 43.4]",,Dries Mertens,Center Forward,,Right Foot,,"[120.0, 42.9, 2.3]",,,,Goal,Normal,Open Play,,,,0.9591667,3879827
134742,"[106.6, 33.9]",,David López Silva,Left Center Midfield,,Right Foot,,"[110.1, 35.7, 0.5]",,True,,Saved,Normal,Open Play,,,,0.0021256881,3879827
134743,"[108.3, 34.8]",,David López Silva,Left Center Midfield,,Other,,"[120.0, 41.5, 0.4]",True,,,Goal,Normal,Open Play,,,,0.981087,3879827
138565,"[94.8, 39.9]",,Dries Mertens,Left Wing,,Right Foot,,"[117.1, 42.5, 1.3]",,,,Saved,Normal,Open Play,,,,0.0029680466,3879845
138566,"[108.0, 40.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[110.3, 40.4, 0.8]",,,,Saved,Normal,Open Play,,,,0.0035187907,3879845
138569,"[96.0, 43.9]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 45.8, 6.1]",,,,Off T,Normal,Open Play,,,,0.0009732553,3879845
138570,"[106.7, 23.6]",,Marek Hamšík,Left Center Midfield,,Left Foot,True,"[117.1, 36.6, 0.9]",,,,Saved,Normal,Open Play,,,,0.0015034289,3879845
138575,"[104.5, 27.1]",,Dries Mertens,Left Wing,,Right Foot,,"[120.0, 47.4, 1.6]",,,,Off T,Normal,Open Play,True,,,0.0036054696,3879845
138576,"[94.6, 33.3]",,Dries Mertens,Left Wing,,Right Foot,,"[120.0, 45.3, 4.9]",,,,Off T,Normal,Open Play,,,,0.0021645227,3879845
138577,"[107.2, 56.6]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[109.9, 52.5]",,,,Blocked,Normal,Open Play,,,,0.0007893088,3879845
138578,"[113.9, 31.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[116.4, 34.5, 0.5]",True,,,Saved,Half Volley,Open Play,True,,,0.0027935794,3879845
138579,"[93.1, 27.3]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 46.2, 4.4]",,,,Off T,Normal,Open Play,,,,0.0018525374,3879845
143181,"[106.6, 23.4]",,Faouzi Ghoulam,Left Back,,Right Foot,,"[117.7, 37.2, 0.2]",,,,Saved,Normal,Open Play,True,,,0.0025227473,3879855
143182,"[113.2, 46.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 39.8, 1.1]",True,,,Goal,Volley,Open Play,,,,0.98542434,3879855
143183,"[86.3, 46.2]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[117.0, 38.7, 0.2]",,,,Saved,Normal,Open Play,,,,0.0040430264,3879855
